date,store,item,forecasted_sales
2018-03-11,2,5,60.620106
2018-03-12,2,5,41.266785
2018-03-13,2,5,46.702114
2018-03-14,2,5,47.213425
2018-03-15,2,5,49.72032
2018-03-16,2,5,52.880173
2018-03-17,2,5,55.77595
2018-03-18,2,5,58.820576
2018-03-19,2,5,40.16258
2018-03-20,2,5,45.47195
2018-03-21,2,5,45.838604
2018-03-22,2,5,48.9751
2018-03-23,2,5,52.007797
2018-03-24,2,5,54.845768
2018-03-25,2,5,57.74527
2018-03-26,2,5,39.20759
2018-03-27,2,5,44.456017
2018-03-28,2,5,44.835506
2018-03-29,2,5,47.79352
2018-03-30,2,5,51.02948
2018-03-31,2,5,53.685616
2018-01-01,2,6,47.49956
2018-01-02,2,6,42.354576
2018-01-03,2,6,42.45384
2018-01-04,2,6,45.789104
2018-01-05,2,6,49.522495
2018-01-06,2,6,53.051033
2018-01-07,2,6,56.406765
2018-01-08,2,6,38.476227
2018-01-09,2,6,44.023888
2018-01-10,2,6,44.248306
2018-01-11,2,6,46.661728
2018-01-12,2,6,50.309086
2018-01-13,2,6,53.76359
2018-01-14,2,6,56.36355
2018-01-15,2,6,38.863785
2018-01-16,2,6,44.317387
2018-01-17,2,6,44.295925
2018-01-18,2,6,47.719803
2018-01-19,2,6,50.687664
2018-01-20,2,6,54.03924
2018-01-21,2,6,57.31184
2018-01-22,2,6,38.826866
2018-01-23,2,6,44.54504
2018-01-24,2,6,44.626938
2018-01-25,2,6,47.724323
2018-01-26,2,6,51.014027
2018-01-27,2,6,54.441986
2018-01-28,2,6,57.620544
2018-01-29,2,6,38.837746
2018-01-30,2,6,44.012417
2018-01-31,2,6,44.508575
2018-02-01,2,6,52.45536
2018-02-02,2,6,55.676
2018-02-03,2,6,58.57075
2018-02-04,2,6,61.087105
2018-02-05,2,6,42.450775
2018-02-06,2,6,46.938923
2018-02-07,2,6,47.16109
2018-02-08,2,6,50.13827
2018-02-09,2,6,53.373363
2018-02-10,2,6,56.49772
2018-02-11,2,6,59.51381
2018-02-12,2,6,40.417286
2018-02-13,2,6,45.664013
2018-02-14,2,6,46.159008
2018-02-15,2,6,49.001514
2018-02-16,2,6,52.291378
2018-02-17,2,6,55.307655
2018-02-18,2,6,58.480934
2018-02-19,2,6,39.79985
2018-02-20,2,6,45.006058
2018-02-21,2,6,45.408302
2018-02-22,2,6,48.569153
2018-02-23,2,6,51.784668
2018-02-24,2,6,54.739067
2018-02-25,2,6,57.989933
2018-02-26,2,6,39.35093
2018-02-27,2,6,44.491886
2018-02-28,2,6,44.861168
2018-03-01,2,6,56.708454
2018-03-02,2,6,59.82025
2018-03-03,2,6,62.529118
2018-03-04,2,6,64.31407
2018-03-05,2,6,44.80636
2018-03-06,2,6,49.482513
2018-03-07,2,6,49.367287
2018-03-08,2,6,52.21086
2018-03-09,2,6,55.30823
2018-03-10,2,6,58.372803
2018-03-11,2,6,61.057976
2018-03-12,2,6,41.659504
2018-03-13,2,6,47.094833
2018-03-14,2,6,47.606144
2018-03-15,2,6,50.11304
2018-03-16,2,6,53.272892
2018-03-17,2,6,56.160954
2018-03-18,2,6,59.25073
2018-03-19,2,6,40.54758
2018-03-20,2,6,45.856953
2018-03-21,2,6,46.223606
2018-03-22,2,6,49.360104
2018-03-23,2,6,52.406654
2018-03-24,2,6,55.23622
2018-03-25,2,6,58.180874
2018-03-26,2,6,39.59804
2018-03-27,2,6,44.84647
2018-03-28,2,6,45.22596
2018-03-29,2,6,48.183975
2018-03-30,2,6,51.419933
2018-03-31,2,6,54.07607
2018-01-01,2,7,47.960342
2018-01-02,2,7,42.498337
2018-01-03,2,7,42.726658
2018-01-04,2,7,45.311123
2018-01-05,2,7,49.568256
2018-01-06,2,7,52.83679
2018-01-07,2,7,57.686863
2018-01-08,2,7,38.67552
2018-01-09,2,7,44.090023
2018-01-10,2,7,44.034313
2018-01-11,2,7,46.566425
2018-01-12,2,7,50.469646
2018-01-13,2,7,53.19355
2018-01-14,2,7,56.235954
2018-01-15,2,7,38.925808
2018-01-16,2,7,44.05699
2018-01-17,2,7,44.238804
2018-01-18,2,7,47.44033
2018-01-19,2,7,50.33988
2018-01-20,2,7,54.099926
2018-01-21,2,7,57.359455
2018-01-22,2,7,38.877758
2018-01-23,2,7,44.58989
2018-01-24,2,7,44.539524
2018-01-25,2,7,47.66706
2018-01-26,2,7,51.29899
2018-01-27,2,7,54.57968
2018-01-28,2,7,57.664993
2018-01-29,2,7,38.808716
2018-01-30,2,7,44.26491
2018-01-31,2,7,44.508575
2018-02-01,2,7,52.45536
2018-02-02,2,7,55.676
2018-02-03,2,7,58.57075
2018-02-04,2,7,61.087105
2018-02-05,2,7,42.450775
2018-02-06,2,7,46.938923
2018-02-07,2,7,47.16109
2018-02-08,2,7,50.13827
2018-02-09,2,7,53.373363
2018-02-10,2,7,56.49772
2018-02-11,2,7,59.51381
2018-02-12,2,7,40.417286
2018-02-13,2,7,45.664013
2018-02-14,2,7,46.159008
2018-02-15,2,7,49.001514
2018-02-16,2,7,52.291378
2018-02-17,2,7,55.307655
2018-02-18,2,7,58.480934
2018-02-19,2,7,39.79985
2018-02-20,2,7,45.006058
2018-02-21,2,7,45.408302
2018-02-22,2,7,48.569153
2018-02-23,2,7,51.784668
2018-02-24,2,7,54.739067
2018-02-25,2,7,57.989933
2018-02-26,2,7,39.35093
2018-02-27,2,7,44.491886
2018-02-28,2,7,44.861168
2018-03-01,2,7,56.708454
2018-03-02,2,7,59.82025
2018-03-03,2,7,62.529118
2018-03-04,2,7,64.31407
2018-03-05,2,7,44.80636
2018-03-06,2,7,49.482513
2018-03-07,2,7,49.367287
2018-03-08,2,7,52.21086
2018-03-09,2,7,55.30823
2018-03-10,2,7,58.372803
2018-03-11,2,7,61.057976
2018-03-12,2,7,41.659504
2018-03-13,2,7,47.094833
2018-03-14,2,7,47.606144
2018-03-15,2,7,50.11304
2018-03-16,2,7,53.272892
2018-03-17,2,7,56.160954
2018-03-18,2,7,59.25073
2018-03-19,2,7,40.54758
2018-03-20,2,7,45.856953
2018-03-21,2,7,46.223606
2018-03-22,2,7,49.360104
2018-03-23,2,7,52.406654
2018-03-24,2,7,55.23622
2018-03-25,2,7,58.180874
2018-03-26,2,7,39.59804
2018-03-27,2,7,44.84647
2018-03-28,2,7,45.22596
2018-03-29,2,7,48.183975
2018-03-30,2,7,51.419933
2018-03-31,2,7,54.07607
2018-01-01,2,8,64.91144
2018-01-02,2,8,41.98024
2018-01-03,2,8,42.284004
2018-01-04,2,8,44.361683
2018-01-05,2,8,50.217037
2018-01-06,2,8,54.215412
2018-01-07,2,8,60.040867
2018-01-08,2,8,38.369415
2018-01-09,2,8,43.751232
2018-01-10,2,8,45.687202
2018-01-11,2,8,46.259872
2018-01-12,2,8,49.505123
2018-01-13,2,8,53.183807
2018-01-14,2,8,55.516064
2018-01-15,2,8,38.90119
2018-01-16,2,8,44.669
2018-01-17,2,8,44.580666
2018-01-18,2,8,47.783432
2018-01-19,2,8,50.935585
2018-01-20,2,8,54.419327
2018-01-21,2,8,56.327183
2018-01-22,2,8,39.20365
2018-01-23,2,8,45.099197
2018-01-24,2,8,45.137302
2018-01-25,2,8,48.581684
2018-01-26,2,8,51.6584
2018-01-27,2,8,55.26268
2018-01-28,2,8,58.733242
2018-01-29,2,8,39.754585
2018-01-30,2,8,45.910652
2018-01-31,2,8,44.509895
2018-02-01,2,8,52.45668
2018-02-02,2,8,55.67732
2018-02-03,2,8,58.57207
2018-02-04,2,8,61.071793
2018-02-05,2,8,42.452095
2018-02-06,2,8,46.940243
2018-02-07,2,8,47.16241
2018-02-08,2,8,50.13959
2018-02-09,2,8,53.374683
2018-02-10,2,8,56.49904
2018-02-11,2,8,59.498497
2018-02-12,2,8,40.418606
2018-02-13,2,8,45.665333
2018-02-14,2,8,46.160328
2018-02-15,2,8,49.002834
2018-02-16,2,8,52.292698
2018-02-17,2,8,55.308975
2018-02-18,2,8,58.465622
2018-02-19,2,8,39.80117
2018-02-20,2,8,45.007378
2018-02-21,2,8,45.409622
2018-02-22,2,8,48.570473
2018-02-23,2,8,51.785988
2018-02-24,2,8,54.740387
2018-02-25,2,8,57.97462
2018-02-26,2,8,39.35225
2018-02-27,2,8,44.493206
2018-02-28,2,8,44.862488
2018-03-01,2,8,56.709774
2018-03-02,2,8,59.82157
2018-03-03,2,8,62.530437
2018-03-04,2,8,64.29876
2018-03-05,2,8,44.80768
2018-03-06,2,8,49.483833
2018-03-07,2,8,49.368607
2018-03-08,2,8,52.21218
2018-03-09,2,8,55.30955
2018-03-10,2,8,58.374123
2018-03-11,2,8,61.042664
2018-03-12,2,8,41.660824
2018-03-13,2,8,47.096153
2018-03-14,2,8,47.607464
2018-03-15,2,8,50.11436
2018-03-16,2,8,53.27421
2018-03-17,2,8,56.162273
2018-03-18,2,8,59.235416
2018-03-19,2,8,40.5489
2018-03-20,2,8,45.858273
2018-03-21,2,8,46.224926
2018-03-22,2,8,49.361423
2018-03-23,2,8,52.407974
2018-03-24,2,8,55.23754
2018-03-25,2,8,58.16556
2018-03-26,2,8,39.59936
2018-03-27,2,8,44.84779
2018-03-28,2,8,45.22728
2018-03-29,2,8,48.185295
2018-03-30,2,8,51.421253
2018-03-31,2,8,54.07739
2018-01-01,2,9,39.34566
2018-01-02,2,9,42.315613
2018-01-03,2,9,42.110493
2018-01-04,2,9,45.920727
2018-01-05,2,9,49.626427
2018-01-06,2,9,52.891556
2018-01-07,2,9,55.615555
2018-01-08,2,9,38.063526
2018-01-09,2,9,43.618446
2018-01-10,2,9,43.84498
2018-01-11,2,9,46.613026
2018-01-12,2,9,50.3343
2018-01-13,2,9,53.379345
2018-01-14,2,9,55.85361
2018-01-15,2,9,38.31961
2018-01-16,2,9,43.830948
2018-01-17,2,9,43.86967
2018-01-18,2,9,47.36267
2018-01-19,2,9,50.385258
2018-01-20,2,9,53.67589
2018-01-21,2,9,56.94979
2018-01-22,2,9,38.76175
2018-01-23,2,9,44.15642
2018-01-24,2,9,44.53585
2018-01-25,2,9,47.65316
2018-01-26,2,9,51.038578
2018-01-27,2,9,54.3537
2018-01-28,2,9,57.478706
2018-01-29,2,9,38.707367
2018-01-30,2,9,44.25579
2018-01-31,2,9,44.509895
2018-02-01,2,9,52.45668
2018-02-02,2,9,55.67732
2018-02-03,2,9,58.57207
2018-02-04,2,9,61.071793
2018-02-05,2,9,42.45699
2018-02-06,2,9,46.940243
2018-02-07,2,9,47.16241
2018-02-08,2,9,50.13959
2018-02-09,2,9,53.374683
2018-02-10,2,9,56.49904
2018-02-11,2,9,59.498497
2018-02-12,2,9,40.4235
2018-02-13,2,9,45.665333
2018-02-14,2,9,46.160328
2018-02-15,2,9,49.002834
2018-02-16,2,9,52.292698
2018-02-17,2,9,55.308975
2018-02-18,2,9,58.465622
2018-02-19,2,9,39.806065
2018-02-20,2,9,45.007378
2018-02-21,2,9,45.409622
2018-02-22,2,9,48.570473
2018-02-23,2,9,51.785988
2018-02-24,2,9,54.740387
2018-02-25,2,9,57.97462
2018-02-26,2,9,39.357143
2018-02-27,2,9,44.493206
2018-02-28,2,9,44.862488
2018-03-01,2,9,56.709774
2018-03-02,2,9,59.82157
2018-03-03,2,9,62.530437
2018-03-04,2,9,64.29876
2018-03-05,2,9,44.812572
2018-03-06,2,9,49.483833
2018-03-07,2,9,49.368607
2018-03-08,2,9,52.21218
2018-03-09,2,9,55.30955
2018-03-10,2,9,58.374123
2018-03-11,2,9,61.042664
2018-03-12,2,9,41.665718
2018-03-13,2,9,47.096153
2018-03-14,2,9,47.607464
2018-03-15,2,9,50.11436
2018-03-16,2,9,53.27421
2018-03-17,2,9,56.162273
2018-03-18,2,9,59.235416
2018-03-19,2,9,40.553795
2018-03-20,2,9,45.858273
2018-03-21,2,9,46.224926
2018-03-22,2,9,49.361423
2018-03-23,2,9,52.407974
2018-03-24,2,9,55.23754
2018-03-25,2,9,58.16556
2018-03-26,2,9,39.604256
2018-03-27,2,9,44.84779
2018-03-28,2,9,45.22728
2018-03-29,2,9,48.185295
2018-03-30,2,9,51.421253
2018-03-31,2,9,54.07739
2018-01-01,2,10,60.503216
2018-01-02,2,10,42.966152
2018-01-03,2,10,42.93542
2018-01-04,2,10,44.90288
2018-01-05,2,10,49.820343
2018-01-06,2,10,54.054768
2018-01-07,2,10,59.104477
2018-01-08,2,10,38.083977
2018-01-09,2,10,44.185795
2018-01-10,2,10,44.878567
2018-01-11,2,10,45.633183
2018-01-12,2,10,50.068604
2018-01-13,2,10,54.41286
2018-01-14,2,10,56.782143
2018-01-15,2,10,39.705124
2018-01-16,2,10,44.563026
2018-01-17,2,10,44.31994
2018-01-18,2,10,47.872185
2018-01-19,2,10,50.856007
2018-01-20,2,10,54.12491
2018-01-21,2,10,57.535706
2018-01-22,2,10,39.524185
2018-01-23,2,10,44.270733
2018-01-24,2,10,44.682507
2018-01-25,2,10,48.35882
2018-01-26,2,10,51.541164
2018-01-27,2,10,54.93796
2018-01-28,2,10,57.191612
2018-01-29,2,10,38.81493
2018-01-30,2,10,45.417114
2018-01-31,2,10,44.509895
2018-02-01,2,10,52.45668
2018-02-02,2,10,55.67732
2018-02-03,2,10,58.57207
2018-02-04,2,10,61.071793
2018-02-05,2,10,42.45699
2018-02-06,2,10,46.940243
2018-02-07,2,10,47.16241
2018-02-08,2,10,50.13959
2018-02-09,2,10,53.374683
2018-02-10,2,10,56.49904
2018-02-11,2,10,59.498497
2018-02-12,2,10,40.4235
2018-02-13,2,10,45.665333
2018-02-14,2,10,46.160328
2018-02-15,2,10,49.002834
2018-02-16,2,10,52.292698
2018-02-17,2,10,55.308975
2018-02-18,2,10,58.465622
2018-02-19,2,10,39.806065
2018-02-20,2,10,45.007378
2018-02-21,2,10,45.409622
2018-02-22,2,10,48.570473
2018-02-23,2,10,51.785988
2018-02-24,2,10,54.740387
2018-02-25,2,10,57.97462
2018-02-26,2,10,39.357143
2018-02-27,2,10,44.493206
2018-02-28,2,10,44.862488
2018-03-01,2,10,56.709774
2018-03-02,2,10,59.82157
2018-03-03,2,10,62.530437
2018-03-04,2,10,64.29876
2018-03-05,2,10,44.812572
2018-03-06,2,10,49.483833
2018-03-07,2,10,49.368607
2018-03-08,2,10,52.21218
2018-03-09,2,10,55.30955
2018-03-10,2,10,58.374123
2018-03-11,2,10,61.042664
2018-03-12,2,10,41.665718
2018-03-13,2,10,47.096153
2018-03-14,2,10,47.607464
2018-03-15,2,10,50.11436
2018-03-16,2,10,53.27421
2018-03-17,2,10,56.162273
2018-03-18,2,10,59.235416
2018-03-19,2,10,40.553795
2018-03-20,2,10,45.858273
2018-03-21,2,10,46.224926
2018-03-22,2,10,49.361423
2018-03-23,2,10,52.407974
2018-03-24,2,10,55.23754
2018-03-25,2,10,58.16556
2018-03-26,2,10,39.604256
2018-03-27,2,10,44.84779
2018-03-28,2,10,45.22728
2018-03-29,2,10,48.185295
2018-03-30,2,10,51.421253
2018-03-31,2,10,54.07739
2018-01-01,2,11,58.711617
2018-01-02,2,11,42.604767
2018-01-03,2,11,42.35695
2018-01-04,2,11,45.13045
2018-01-05,2,11,48.071766
2018-01-06,2,11,53.199356
2018-01-07,2,11,58.81641
2018-01-08,2,11,39.04408
2018-01-09,2,11,44.85737
2018-01-10,2,11,44.31598
2018-01-11,2,11,46.91321
2018-01-12,2,11,49.53179
2018-01-13,2,11,53.076538
2018-01-14,2,11,57.016373
2018-01-15,2,11,39.002136
2018-01-16,2,11,44.622524
2018-01-17,2,11,44.987904
2018-01-18,2,11,47.72218
2018-01-19,2,11,51.60665
2018-01-20,2,11,53.989487
2018-01-21,2,11,57.497166
2018-01-22,2,11,38.903633
2018-01-23,2,11,44.319138
2018-01-24,2,11,44.66922
2018-01-25,2,11,47.86204
2018-01-26,2,11,51.35219
2018-01-27,2,11,54.828217
2018-01-28,2,11,57.034874
2018-01-29,2,11,39.136444
2018-01-30,2,11,45.417114
2018-01-31,2,11,44.509895
2018-02-01,2,11,52.45668
2018-02-02,2,11,55.67732
2018-02-03,2,11,58.57207
2018-02-04,2,11,61.071793
2018-02-05,2,11,42.45699
2018-02-06,2,11,46.940243
2018-02-07,2,11,47.16241
2018-02-08,2,11,50.13959
2018-02-09,2,11,53.374683
2018-02-10,2,11,56.49904
2018-02-11,2,11,59.498497
2018-02-12,2,11,40.4235
2018-02-13,2,11,45.665333
2018-02-14,2,11,46.160328
2018-02-15,2,11,49.002834
2018-02-16,2,11,52.292698
2018-02-17,2,11,55.308975
2018-02-18,2,11,58.465622
2018-02-19,2,11,39.806065
2018-02-20,2,11,45.007378
2018-02-21,2,11,45.409622
2018-02-22,2,11,48.570473
2018-02-23,2,11,51.785988
2018-02-24,2,11,54.740387
2018-02-25,2,11,57.97462
2018-02-26,2,11,39.357143
2018-02-27,2,11,44.493206
2018-02-28,2,11,44.862488
2018-03-01,2,11,56.709774
2018-03-02,2,11,59.82157
2018-03-03,2,11,62.530437
2018-03-04,2,11,64.29876
2018-03-05,2,11,44.812572
2018-03-06,2,11,49.483833
2018-03-07,2,11,49.368607
2018-03-08,2,11,52.21218
2018-03-09,2,11,55.30955
2018-03-10,2,11,58.374123
2018-03-11,2,11,61.042664
2018-03-12,2,11,41.665718
2018-03-13,2,11,47.096153
2018-03-14,2,11,47.607464
2018-03-15,2,11,50.11436
2018-03-16,2,11,53.27421
2018-03-17,2,11,56.162273
2018-03-18,2,11,59.235416
2018-03-19,2,11,40.553795
2018-03-20,2,11,45.858273
2018-03-21,2,11,46.224926
2018-03-22,2,11,49.361423
2018-03-23,2,11,52.407974
2018-03-24,2,11,55.23754
2018-03-25,2,11,58.16556
2018-03-26,2,11,39.604256
2018-03-27,2,11,44.84779
2018-03-28,2,11,45.22728
2018-03-29,2,11,48.185295
2018-03-30,2,11,51.421253
2018-03-31,2,11,54.07739
2018-01-01,2,12,57.781513
2018-01-02,2,12,41.564804
2018-01-03,2,12,42.390198
2018-01-04,2,12,45.223736
2018-01-05,2,12,49.351395
2018-01-06,2,12,54.411232
2018-01-07,2,12,56.47011
2018-01-08,2,12,38.42179
2018-01-09,2,12,43.624264
2018-01-10,2,12,43.59029
2018-01-11,2,12,46.456978
2018-01-12,2,12,50.558968
2018-01-13,2,12,53.180546
2018-01-14,2,12,56.576374
2018-01-15,2,12,38.744118
2018-01-16,2,12,43.850334
2018-01-17,2,12,44.87006
2018-01-18,2,12,47.96849
2018-01-19,2,12,51.200966
2018-01-20,2,12,54.13821
2018-01-21,2,12,57.491104
2018-01-22,2,12,39.176586
2018-01-23,2,12,45.131966
2018-01-24,2,12,44.527653
2018-01-25,2,12,48.224094
2018-01-26,2,12,51.366394
2018-01-27,2,12,54.797478
2018-01-28,2,12,57.772728
2018-01-29,2,12,39.418736
2018-01-30,2,12,44.44243
2018-01-31,2,12,44.509895
2018-02-01,2,12,52.45668
2018-02-02,2,12,55.67732
2018-02-03,2,12,58.57207
2018-02-04,2,12,61.071793
2018-02-05,2,12,42.45699
2018-02-06,2,12,46.940243
2018-02-07,2,12,47.16241
2018-02-08,2,12,50.13959
2018-02-09,2,12,53.374683
2018-02-10,2,12,56.49904
2018-02-11,2,12,59.498497
2018-02-12,2,12,40.4235
2018-02-13,2,12,45.665333
2018-02-14,2,12,46.160328
2018-02-15,2,12,49.002834
2018-02-16,2,12,52.292698
2018-02-17,2,12,55.308975
2018-02-18,2,12,58.465622
2018-02-19,2,12,39.806065
2018-02-20,2,12,45.007378
2018-02-21,2,12,45.409622
2018-02-22,2,12,48.570473
2018-02-23,2,12,51.785988
2018-02-24,2,12,54.740387
2018-02-25,2,12,57.97462
2018-02-26,2,12,39.357143
2018-02-27,2,12,44.493206
2018-02-28,2,12,44.862488
2018-03-01,2,12,56.709774
2018-03-02,2,12,59.82157
2018-03-03,2,12,62.530437
2018-03-04,2,12,64.29876
2018-03-05,2,12,44.812572
2018-03-06,2,12,49.483833
2018-03-07,2,12,49.368607
2018-03-08,2,12,52.21218
2018-03-09,2,12,55.30955
2018-03-10,2,12,58.374123
2018-03-11,2,12,61.042664
2018-03-12,2,12,41.665718
2018-03-13,2,12,47.096153
2018-03-14,2,12,47.607464
2018-03-15,2,12,50.11436
2018-03-16,2,12,53.27421
2018-03-17,2,12,56.162273
2018-03-18,2,12,59.235416
2018-03-19,2,12,40.553795
2018-03-20,2,12,45.858273
2018-03-21,2,12,46.224926
2018-03-22,2,12,49.361423
2018-03-23,2,12,52.407974
2018-03-24,2,12,55.23754
2018-03-25,2,12,58.16556
2018-03-26,2,12,39.604256
2018-03-27,2,12,44.84779
2018-03-28,2,12,45.22728
2018-03-29,2,12,48.185295
2018-03-30,2,12,51.421253
2018-03-31,2,12,54.07739
2018-01-01,2,13,69.912766
2018-01-02,2,13,42.12966
2018-01-03,2,13,43.053047
2018-01-04,2,13,48.478127
2018-01-05,2,13,50.4195
2018-01-06,2,13,55.542606
2018-01-07,2,13,59.524353
2018-01-08,2,13,36.50788
2018-01-09,2,13,43.503525
2018-01-10,2,13,44.318565
2018-01-11,2,13,45.602352
2018-01-12,2,13,50.909332
2018-01-13,2,13,54.272675
2018-01-14,2,13,58.336327
2018-01-15,2,13,39.13838
2018-01-16,2,13,45.12204
2018-01-17,2,13,44.843613
2018-01-18,2,13,48.902584
2018-01-19,2,13,51.638985
2018-01-20,2,13,54.289024
2018-01-21,2,13,57.176247
2018-01-22,2,13,39.63672
2018-01-23,2,13,45.268578
2018-01-24,2,13,44.83547
2018-01-25,2,13,48.812458
2018-01-26,2,13,50.65671
2018-01-27,2,13,55.269634
2018-01-28,2,13,58.088146
2018-01-29,2,13,39.75948
2018-01-30,2,13,45.417114
2018-01-31,2,13,44.509895
2018-02-01,2,13,52.45668
2018-02-02,2,13,55.67732
2018-02-03,2,13,58.57207
2018-02-04,2,13,61.071793
2018-02-05,2,13,42.45699
2018-02-06,2,13,46.940243
2018-02-07,2,13,47.16241
2018-02-08,2,13,50.13959
2018-02-09,2,13,53.374683
2018-02-10,2,13,56.49904
2018-02-11,2,13,59.498497
2018-02-12,2,13,40.4235
2018-02-13,2,13,45.665333
2018-02-14,2,13,46.160328
2018-02-15,2,13,49.002834
2018-02-16,2,13,52.292698
2018-02-17,2,13,55.308975
2018-02-18,2,13,58.465622
2018-02-19,2,13,39.806065
2018-02-20,2,13,45.007378
2018-02-21,2,13,45.409622
2018-02-22,2,13,48.570473
2018-02-23,2,13,51.785988
2018-02-24,2,13,54.740387
2018-02-25,2,13,57.97462
2018-02-26,2,13,39.357143
2018-02-27,2,13,44.493206
2018-02-28,2,13,44.862488
2018-03-01,2,13,56.709774
2018-03-02,2,13,59.82157
2018-03-03,2,13,62.530437
2018-03-04,2,13,64.29876
2018-03-05,2,13,44.812572
2018-03-06,2,13,49.483833
2018-03-07,2,13,49.368607
2018-03-08,2,13,52.21218
2018-03-09,2,13,55.30955
2018-03-10,2,13,58.374123
2018-03-11,2,13,61.042664
2018-03-12,2,13,41.665718
2018-03-13,2,13,47.096153
2018-03-14,2,13,47.607464
2018-03-15,2,13,50.11436
2018-03-16,2,13,53.27421
2018-03-17,2,13,56.162273
2018-03-18,2,13,59.235416
2018-03-19,2,13,40.553795
2018-03-20,2,13,45.858273
2018-03-21,2,13,46.224926
2018-03-22,2,13,49.361423
2018-03-23,2,13,52.407974
2018-03-24,2,13,55.23754
2018-03-25,2,13,58.16556
2018-03-26,2,13,39.604256
2018-03-27,2,13,44.84779
2018-03-28,2,13,45.22728
2018-03-29,2,13,48.185295
2018-03-30,2,13,51.421253
2018-03-31,2,13,54.07739
2018-01-01,2,14,46.9314
2018-01-02,2,14,42.821922
2018-01-03,2,14,42.493908
2018-01-04,2,14,45.283638
2018-01-05,2,14,48.54937
2018-01-06,2,14,53.170357
2018-01-07,2,14,56.063404
2018-01-08,2,14,38.684372
2018-01-09,2,14,44.009907
2018-01-10,2,14,44.215054
2018-01-11,2,14,46.222057
2018-01-12,2,14,49.74819
2018-01-13,2,14,53.836113
2018-01-14,2,14,56.099392
2018-01-15,2,14,38.81537
2018-01-16,2,14,44.232338
2018-01-17,2,14,44.44973
2018-01-18,2,14,47.376545
2018-01-19,2,14,50.671524
2018-01-20,2,14,54.270054
2018-01-21,2,14,57.365685
2018-01-22,2,14,39.148506
2018-01-23,2,14,44.31526
2018-01-24,2,14,44.63549
2018-01-25,2,14,47.68848
2018-01-26,2,14,51.333187
2018-01-27,2,14,54.307255
2018-01-28,2,14,57.902378
2018-01-29,2,14,38.617607
2018-01-30,2,14,44.25579
2018-01-31,2,14,44.509895
2018-02-01,2,14,52.45668
2018-02-02,2,14,55.67732
2018-02-03,2,14,58.57207
2018-02-04,2,14,61.06137
2018-02-05,2,14,42.45699
2018-02-06,2,14,46.940243
2018-02-07,2,14,47.16241
2018-02-08,2,14,50.13959
2018-02-09,2,14,53.374683
2018-02-10,2,14,56.49904
2018-02-11,2,14,59.488075
2018-02-12,2,14,40.4235
2018-02-13,2,14,45.665333
2018-02-14,2,14,46.160328
2018-02-15,2,14,49.002834
2018-02-16,2,14,52.292698
2018-02-17,2,14,55.308975
2018-02-18,2,14,58.4552
2018-02-19,2,14,39.806065
2018-02-20,2,14,45.007378
2018-02-21,2,14,45.409622
2018-02-22,2,14,48.570473
2018-02-23,2,14,51.785988
2018-02-24,2,14,54.740387
2018-02-25,2,14,57.9642
2018-02-26,2,14,39.357143
2018-02-27,2,14,44.493206
2018-02-28,2,14,44.862488
2018-03-01,2,14,56.709774
2018-03-02,2,14,59.82157
2018-03-03,2,14,62.530437
2018-03-04,2,14,64.28834
2018-03-05,2,14,44.812572
2018-03-06,2,14,49.483833
2018-03-07,2,14,49.368607
2018-03-08,2,14,52.21218
2018-03-09,2,14,55.30955
2018-03-10,2,14,58.374123
2018-03-11,2,14,61.03224
2018-03-12,2,14,41.665718
2018-03-13,2,14,47.096153
2018-03-14,2,14,47.607464
2018-03-15,2,14,50.11436
2018-03-16,2,14,53.27421
2018-03-17,2,14,56.162273
2018-03-18,2,14,59.224995
2018-03-19,2,14,40.553795
2018-03-20,2,14,45.858273
2018-03-21,2,14,46.224926
2018-03-22,2,14,49.361423
2018-03-23,2,14,52.407974
2018-03-24,2,14,55.23754
2018-03-25,2,14,58.15514
2018-03-26,2,14,39.604256
2018-03-27,2,14,44.84779
2018-03-28,2,14,45.22728
2018-03-29,2,14,48.185295
2018-03-30,2,14,51.421253
2018-03-31,2,14,54.07739
2018-01-01,2,15,75.430504
2018-01-02,2,15,41.994385
2018-01-03,2,15,42.929714
2018-01-04,2,15,45.240692
2018-01-05,2,15,50.21118
2018-01-06,2,15,57.350647
2018-01-07,2,15,58.287006
2018-01-08,2,15,36.491676
2018-01-09,2,15,45.714462
2018-01-10,2,15,42.634247
2018-01-11,2,15,48.534912
2018-01-12,2,15,49.87591
2018-01-13,2,15,56.51236
2018-01-14,2,15,58.270058
2018-01-15,2,15,39.1994
2018-01-16,2,15,45.546677
2018-01-17,2,15,44.905514
2018-01-18,2,15,48.838966
2018-01-19,2,15,51.196686
2018-01-20,2,15,54.925423
2018-01-21,2,15,56.79772
2018-01-22,2,15,39.693695
2018-01-23,2,15,45.20163
2018-01-24,2,15,44.23076
2018-01-25,2,15,48.500454
2018-01-26,2,15,52.58333
2018-01-27,2,15,54.841957
2018-01-28,2,15,57.873936
2018-01-29,2,15,39.75948
2018-01-30,2,15,45.417114
2018-01-31,2,15,44.509895
2018-02-01,2,15,52.45668
2018-02-02,2,15,55.67732
2018-02-03,2,15,58.57207
2018-02-04,2,15,61.06137
2018-02-05,2,15,42.45699
2018-02-06,2,15,46.940243
2018-02-07,2,15,47.16241
2018-02-08,2,15,50.13959
2018-02-09,2,15,53.374683
2018-02-10,2,15,56.49904
2018-02-11,2,15,59.488075
2018-02-12,2,15,40.4235
